question,tag,answer
খতিয়ান আমি নিজে কি অফিস থেকে নিতে পারবো?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
নামজারি শেষ হলে কি আমি খতিয়ান তুলতে পারি?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
খতিয়ান নিজে তোলার নিয়ম কী?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
অনলাইনে নামজারি করেছি আমার খতিয়ানের কপি কোথায় পাবো?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
"অনলাইনে নামজারি, খারিজ, মিউটেশন করেছি আমার খতিয়ানের কপি কোথায় পাবো?",namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
অনলাইন নামজারির পর খতিয়ানের কপি কোথায় পাওয়া যায়?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
ওয়েবসাইট থেকে খতিয়ান ডাউনলোড করা যাবে কি?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
খতিয়ান অনলাইনে কোথায় দেখা বা সংগ্রহ করা যাবে?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
আমার নামজারি খতিযান কি আমার প্রোফাইলে থাকবে?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
"আমার নামজারি, খারিজ, মিউটেশন খতিযান কি আমার প্রোফাইলে থাকবে?",namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
নামজারির খতিয়ান কি অনলাইন প্রোফাইলে সংরক্ষিত থাকে?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
প্রোফাইল থেকে কি খতিয়ান দেখা যাবে?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
অনলাইনে একাউন্টে খতিয়ানের তথ্য পাওয়া যাবে কি?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
নামজারি মঞ্জুর হয়েছে আমার খতিয়ান কি অনলাইনে পাওয়া যাবে?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
"নামজারি, খারিজ, মিউটেশন মঞ্জুর হয়েছে আমার খতিয়ান কি অনলাইনে পাওয়া যাবে?",namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
খতিয়ান অনলাইনে ডাউনলোড করা যাবে কি?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
নামজারির পর কি খতিয়ানের সফট কপি পাওয়া যায়?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
অনলাইন থেকে খতিয়ান সংগ্রহ সম্ভব কি?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
নামজারি মঞ্জুর হলে খতিয়ানের প্রিন্ট কপি নিজে কি নিতে পারবো?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
"নামজারি, খারিজ, মিউটেশন মঞ্জুর হলে খতিয়ানের প্রিন্ট কপি নিজে কি নিতে পারবো?",namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
খতিয়ানের হার্ড কপি আমি নিজে তুলতে পারবো?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
নিজে গিয়ে খতিয়ান প্রিন্ট করানো যাবে কি?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
খতিয়ানের প্রিন্ট নিজে নিতে হলে কোথায় যেতে হবে?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
নামজারি মঞ্জুর হয়েছে খতিয়ান ত্রুটি আছে কি করতে পারি?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
"নামজারি, খারিজ, মিউটেশন মঞ্জুর হয়েছে খতিয়ান ত্রুটি আছে কি করতে পারি?",namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
"খতিয়ানে ভুল হয়েছে, এখন কী করবো?",namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
নামজারির খতিয়ানে ত্রুটি থাকলে কোথায় অভিযোগ করবো?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
খতিয়ান সংশোধনের জন্য কীভাবে আবেদন করবো?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
নামজারি মঞ্জুর হয়েছে নামে ভুল হয়েছে কি করতে হবে?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
"নামজারি, খারিজ, মিউটেশন মঞ্জুর হয়েছে নামে ভুল হয়েছে কি করতে হবে?",namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
"আমি নামজারির কাজ শেষ করেছি, এখন খতিয়ানের কপি কিভাবে পাবো?",namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
"খারিজ হয়ে গেছে, এখন খতিয়ান নিজে থেকে উঠাতে পারবো?",namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
নামজারি শেষ হলে কি সরাসরি অনলাইনে খতিয়ান ডাউনলোড করা যায়?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
"অনলাইনে নামজারি করেছিলাম, এখন খতিয়ান কপি কোথা থেকে নিতে হবে?",namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
আমার প্রোফাইলে কি খতিয়ান কপি শো করবে?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
নামজারির পর খতিয়ানের হার্ড কপি পাওয়া যাবে কোথা থেকে?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
"নামজারি হয়ে গেছে শুনেছি, এখন আমি কি নিজেই প্রিন্ট করে খতিয়ান তুলতে পারি?",namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
নামজারি শেষ হলে অফিসে গিয়ে খতিয়ান নিতে হবে নাকি অনলাইনেই মিলবে?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
"নাম ভুল হয়েছে, কিভাবে ঠিক করবো?",namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
খতিয়ানে নাম ভুল থাকলে সংশোধন কিভাবে করবো?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
নামের সংশোধনের জন্য কি আলাদা আবেদন লাগে?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
নামজারি মঞ্জুর হয়েছে অংশে ভুল হয়েছে কি করতে হবে,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
"অংশে ভুল হয়েছে, এখন কী করবো?",namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
"আমার ভাগ সঠিক নয়, কীভাবে ঠিক করবো?",namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
অংশ সংশোধনের জন্য কোথায় যেতে হবে?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
নামজারি মঞ্জুর হয়েছে পরিমানে ভুল হয়েছে কি করতে হবে?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
"নামজারি, খারিজ, মিউটেশন মঞ্জুর হয়েছে পরিমানে ভুল হয়েছে কি করতে হবে?",namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
"জমির পরিমাণে ভুল হয়েছে, এখন কী করবো?",namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
খতিয়ানে জমির একর/শতক ঠিক নেই — কী করবো?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
পরিমাপ ভুল হলে সংশোধনের প্রক্রিয়া কী?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
নামজারি মঞ্জুর হয়েছে শ্রেণি  ভুল হয়েছে কি করতে হবে?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
"নামজারি, খারিজ, মিউটেশন মঞ্জুর হয়েছে শ্রেণি  ভুল হয়েছে কি করতে হবে?",namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
"শ্রেণি ভুল আছে, সেটা কিভাবে সংশোধন করবো?",namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
শ্রেণি সংশোধনের জন্য আবেদন কিভাবে করবো?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য কি করতে হবে?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
"নামজারি, খারিজ, মিউটেশন মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য কি করতে হবে?",namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
খতিয়ানে ভুল থাকলে সংশোধনের উপায় কী?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
"নামজারির পরে খতিয়ানে আমার নাম ভুল লেখা হয়েছে, এখন কী করবো?",namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
"আমি খেয়াল করলাম খতিয়ানে অংশ ঠিক নাই, এটা কিভাবে ঠিক করাবো?",namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
জমির পরিমাণ কম লেখা হয়েছে খতিয়ানে — এটা ঠিক করতে কি করতে হবে?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
